transaction_id,customer_id,transaction_date,subtotal,promotion_id,final_amount,true_segment,used_promo
T001158,C0193,2024-05-20,595.65,P_WEEKEND,565.65,Champion,1
T001159,C0193,2024-06-19,560.71,P_MIDYEAR,360.71,Champion,1
T001160,C0193,2024-05-11,583.22,NONE,583.22,Champion,0
T001161,C0193,2024-03-14,212.37,P_PAYDAY,162.37,Champion,1
T001162,C0194,2024-01-22,390.01,NONE,390.01,Champion,0
T001163,C0194,2024-06-27,135.02,NONE,135.02,Champion,0
T001164,C0195,2024-06-13,463.54,NONE,463.54,Loyal,0
T001165,C0195,2024-01-30,475.21,NONE,475.21,Loyal,0
T001166,C0195,2024-06-26,362.32,NONE,362.32,Loyal,0
T001167,C0195,2024-06-26,963.35,NONE,963.35,Loyal,0
T001168,C0195,2024-06-07,316.06,NONE,316.06,Loyal,0
T001169,C0195,2024-02-21,232.67,NONE,232.67,Loyal,0
T001170,C0195,2024-03-11,572.9,NONE,572.9,Loyal,0
T001171,C0196,2024-02-25,2877.51,NONE,2877.51,Champion,0
T001172,C0196,2024-06-05,1685.55,P_CHAMPION,1348.44,Champion,1
T001173,C0196,2024-06-13,1908.41,NONE,1908.41,Champion,0
T001174,C0196,2024-04-07,2783.43,P_WEEKEND,2753.43,Champion,1
T001175,C0196,2024-01-12,1286.41,NONE,1286.41,Champion,0
T001176,C0196,2024-03-05,2705.29,NONE,2705.29,Champion,0
T001177,C0196,2024-03-13,2726.6,P_CHAMPION,2181.28,Champion,1
T001178,C0196,2024-02-29,2795.12,P_CHAMPION,2236.1,Champion,1
T001179,C0196,2024-03-31,2718.66,NONE,2718.66,Champion,0
T001180,C0197,2024-03-29,307.21,NONE,307.21,At-Risk,0
T001181,C0197,2024-03-29,694.51,NONE,694.51,At-Risk,0
T001182,C0197,2024-02-15,566.3,P_WEEKEND,536.3,At-Risk,1
T001183,C0197,2024-03-20,627.77,NONE,627.77,At-Risk,0
T001184,C0197,2024-01-20,378.69,NONE,378.69,At-Risk,0
T001185,C0197,2024-04-17,5263.57,P_PAYDAY,5213.57,At-Risk,1
T001186,C0197,2024-04-29,955.77,NONE,955.77,At-Risk,0
T001187,C0197,2024-04-08,4438.38,P_PAYDAY,4388.38,At-Risk,1
T001188,C0197,2024-05-30,986.55,NONE,986.55,At-Risk,0
T001189,C0198,2024-02-23,2164.64,P_CHAMPION,1731.71,Champion,1
T001190,C0198,2024-06-14,2984.51,NONE,2984.51,Champion,0
T001191,C0198,2024-05-17,2970.72,NONE,2970.72,Champion,0
T001192,C0198,2024-02-25,1147.77,P_PAYDAY,1097.77,Champion,1
T001193,C0198,2024-04-12,2636.81,NONE,2636.81,Champion,0
T001194,C0198,2024-05-08,2816.03,NONE,2816.03,Champion,0
T001195,C0198,2024-02-24,2447.24,P_PAYDAY,2397.24,Champion,1
T001196,C0198,2024-04-08,1128.3,P_CHAMPION,902.64,Champion,1
T001197,C0198,2024-02-09,2749.92,P_PAYDAY,2699.92,Champion,1
T001198,C0198,2024-03-01,1287.43,P_FLASH,1094.32,Champion,1
T001199,C0198,2024-02-23,2319.06,P_CHAMPION,1855.25,Champion,1
T001200,C0198,2024-02-02,1806.42,P_PAYDAY,1756.42,Champion,1
T001201,C0198,2024-05-24,1363.34,NONE,1363.34,Champion,0
T001202,C0198,2024-02-08,2431.25,NONE,2431.25,Champion,0
T001203,C0199,2024-04-10,676.11,P_CHAMPION,540.89,At-Risk,1
T001204,C0199,2024-01-13,891.38,P_NEWYEAR,802.24,At-Risk,1
T001205,C0199,2024-01-14,899.27,NONE,899.27,At-Risk,0
T001206,C0199,2024-02-14,2212.93,NONE,2212.93,At-Risk,0
T001207,C0199,2024-01-06,2932.39,P_NEWYEAR,2639.15,At-Risk,1
T001208,C0199,2024-03-04,767.8,NONE,767.8,At-Risk,0
T001209,C0199,2024-06-17,2224.63,NONE,2224.63,At-Risk,0
T001210,C0199,2024-05-14,537.01,P_PAYDAY,487.01,At-Risk,1
T001211,C0199,2024-03-11,2407.97,NONE,2407.97,At-Risk,0
T001212,C0199,2024-06-18,502.41,P_MIDYEAR,302.41,At-Risk,1
T001213,C0199,2024-06-13,2645.46,P_WEEKEND,2615.46,At-Risk,1
T001214,C0199,2024-06-23,807.17,NONE,807.17,At-Risk,0
T001215,C0199,2024-02-29,1931.64,NONE,1931.64,At-Risk,0
T001216,C0199,2024-06-21,1299.55,NONE,1299.55,At-Risk,0
T001217,C0199,2024-05-20,22500.84,NONE,22500.84,At-Risk,0
T001218,C0199,2024-02-17,1379.54,NONE,1379.54,At-Risk,0
T001219,C0199,2024-03-25,530.12,P_CHAMPION,424.1,At-Risk,1
T001220,C0200,2024-05-15,742.78,P_WEEKEND,712.78,New,1
T001221,C0200,2024-04-15,2478.21,NONE,2478.21,New,0
T001222,C0200,2024-04-15,2591.6,P_PAYDAY,2541.6,New,1
T001223,C0200,2024-04-02,2178.07,P_PAYDAY,2128.07,New,1
T001224,C0200,2024-02-24,2456.26,NONE,2456.26,New,0
T001225,C0200,2024-03-08,1520.11,NONE,1520.11,New,0
T001226,C0200,2024-05-09,1959.59,P_CHAMPION,1567.67,New,1
T001227,C0200,2024-04-14,904.57,NONE,904.57,New,0
T001228,C0200,2024-03-13,12399.02,NONE,12399.02,New,0
T001229,C0200,2024-03-24,2505.86,NONE,2505.86,New,0
T001230,C0200,2024-06-23,2496.2,P_MIDYEAR,2296.2,New,1
T001231,C0200,2024-01-10,1190.47,P_CHAMPION,952.38,New,1
T001232,C0201,2024-03-03,534.36,NONE,534.36,New,0
T001233,C0201,2024-06-12,1700.72,NONE,1700.72,New,0
T001234,C0201,2024-05-11,9548.3,P_PAYDAY,9498.3,New,1
T001235,C0201,2024-05-24,976.87,NONE,976.87,New,0
T001236,C0201,2024-06-16,2434.75,P_CHAMPION,1947.8,New,1
T001237,C0201,2024-06-24,2215.72,P_MIDYEAR,2015.72,New,1
T001238,C0201,2024-06-10,2250.32,P_WEEKEND,2220.32,New,1
T001239,C0201,2024-05-06,1456.29,P_CHAMPION,1165.03,New,1
T001240,C0201,2024-04-23,1309.99,NONE,1309.99,New,0
T001241,C0201,2024-03-12,1936.49,P_CHAMPION,1549.19,New,1
T001242,C0201,2024-01-16,1254.05,NONE,1254.05,New,0
T001243,C0201,2024-05-11,1268.02,NONE,1268.02,New,0
T001244,C0202,2024-04-30,431.87,P_PAYDAY,381.87,At-Risk,1
T001245,C0202,2024-02-03,889.61,P_PAYDAY,839.61,At-Risk,1
T001246,C0202,2024-01-22,684.17,P_WEEKEND,654.17,At-Risk,1
T001247,C0202,2024-02-21,650.97,NONE,650.97,At-Risk,0
T001248,C0202,2024-01-13,675.21,NONE,675.21,At-Risk,0
T001249,C0202,2024-04-18,336.39,NONE,336.39,At-Risk,0
T001250,C0202,2024-04-30,338.03,NONE,338.03,At-Risk,0
T001251,C0203,2024-04-02,342.98,P_PAYDAY,292.98,Loyal,1
T001252,C0203,2024-04-03,371.68,P_WINBACK,278.76,Loyal,1
T001253,C0204,2024-06-17,153.54,P_WEEKEND,123.54,At-Risk,1
T001254,C0204,2024-03-30,89.86,NONE,89.86,At-Risk,0
T001255,C0205,2024-04-23,239.81,P_WINBACK,179.86,At-Risk,1
T001256,C0205,2024-04-26,339.5,NONE,339.5,At-Risk,0
T001257,C0206,2024-03-21,377.87,P_WEEKEND,347.87,Loyal,1
T001258,C0206,2024-01-16,149.01,P_WEEKEND,119.01,Loyal,1
T001259,C0206,2024-04-30,261.39,P_PAYDAY,211.39,Loyal,1
T001260,C0207,2024-03-13,608.88,P_PAYDAY,558.88,Champion,1
T001261,C0207,2024-03-01,901.5,NONE,901.5,Champion,0
T001262,C0207,2024-01-12,801.4,P_NEWYEAR,721.26,Champion,1
T001263,C0207,2024-05-15,707.03,NONE,707.03,Champion,0
T001264,C0207,2024-06-05,638.98,P_WEEKEND,608.98,Champion,1
T001265,C0207,2024-03-23,769.38,NONE,769.38,Champion,0
T001266,C0208,2024-01-21,186.81,P_WEEKEND,156.81,New,1
T001267,C0209,2024-04-22,193.66,P_WEEKEND,163.66,Loyal,1
T001268,C0209,2024-05-20,342.06,P_WEEKEND,312.06,Loyal,1
T001269,C0209,2024-02-01,184.21,P_WEEKEND,154.21,Loyal,1
T001270,C0210,2024-04-18,839.74,P_WEEKEND,809.74,Champion,1
T001271,C0210,2024-06-12,235.58,NONE,235.58,Champion,0
T001272,C0210,2024-05-17,690.32,P_WEEKEND,660.32,Champion,1
T001273,C0210,2024-04-27,475.92,P_WEEKEND,445.92,Champion,1
T001274,C0210,2024-05-07,758.37,NONE,758.37,Champion,0
T001275,C0210,2024-06-07,226.36,NONE,226.36,Champion,0
T001276,C0210,2024-01-08,384.34,NONE,384.34,Champion,0
T001277,C0211,2024-02-06,2147.38,P_WEEKEND,2117.38,Loyal,1
T001278,C0211,2024-04-04,1048.21,P_CHAMPION,838.57,Loyal,1
T001279,C0211,2024-02-22,2755.74,P_WEEKEND,2725.74,Loyal,1
T001280,C0211,2024-06-18,983.57,NONE,983.57,Loyal,0
T001281,C0211,2024-06-09,2005.23,P_PAYDAY,1955.23,Loyal,1
T001282,C0211,2024-03-30,1017.1,P_CHAMPION,813.68,Loyal,1
T001283,C0211,2024-03-24,1225.63,P_CHAMPION,980.5,Loyal,1
T001284,C0211,2024-01-06,921.64,P_CHAMPION,737.31,Loyal,1
T001285,C0211,2024-04-17,670.52,NONE,670.52,Loyal,0
T001286,C0211,2024-05-12,1657.27,P_CHAMPION,1325.82,Loyal,1
T001287,C0211,2024-02-08,773.77,NONE,773.77,Loyal,0
T001288,C0211,2024-05-10,1879.74,NONE,1879.74,Loyal,0
T001289,C0211,2024-03-06,532.68,P_WEEKEND,502.68,Loyal,1
T001290,C0212,2024-05-28,964.38,NONE,964.38,Loyal,0
T001291,C0212,2024-03-07,710.12,NONE,710.12,Loyal,0
T001292,C0212,2024-06-05,784.47,NONE,784.47,Loyal,0
T001293,C0212,2024-06-05,961.13,NONE,961.13,Loyal,0
T001294,C0212,2024-04-18,477.47,P_WEEKEND,447.47,Loyal,1
T001295,C0212,2024-05-13,807.53,P_LOYAL,686.4,Loyal,1
T001296,C0212,2024-04-14,793.34,P_PAYDAY,743.34,Loyal,1
T001297,C0212,2024-05-10,370.15,NONE,370.15,Loyal,0
T001298,C0212,2024-03-01,368.82,NONE,368.82,Loyal,0
T001299,C0212,2024-01-31,679.55,NONE,679.55,Loyal,0
T001300,C0213,2024-01-31,180.27,NONE,180.27,New,0
T001301,C0213,2024-02-17,157.03,P_PAYDAY,107.03,New,1
T001302,C0213,2024-06-06,337.92,P_PAYDAY,287.92,New,1
T001303,C0214,2024-06-01,515.24,P_WEEKEND,485.24,At-Risk,1
T001304,C0214,2024-02-01,770.71,P_PAYDAY,720.71,At-Risk,1
T001305,C0214,2024-03-29,797.32,NONE,797.32,At-Risk,0
T001306,C0214,2024-05-09,598.1,P_WEEKEND,568.1,At-Risk,1
T001307,C0214,2024-03-25,493.25,NONE,493.25,At-Risk,0
T001308,C0214,2024-03-01,798.55,NONE,798.55,At-Risk,0
T001309,C0214,2024-03-17,641.49,P_LOYAL,545.27,At-Risk,1
T001310,C0214,2024-05-17,658.76,NONE,658.76,At-Risk,0
T001311,C0214,2024-05-03,269.88,NONE,269.88,At-Risk,0
T001312,C0214,2024-03-09,877.81,NONE,877.81,At-Risk,0
T001313,C0214,2024-03-31,288.08,NONE,288.08,At-Risk,0
T001314,C0215,2024-02-13,159.39,NONE,159.39,New,0
T001315,C0216,2024-01-30,215.18,P_PAYDAY,165.18,Champion,1
T001316,C0216,2024-01-17,202.0,P_WEEKEND,172.0,Champion,1
T001317,C0216,2024-05-11,753.18,P_PAYDAY,703.18,Champion,1
T001318,C0216,2024-06-18,452.06,P_WEEKEND,422.06,Champion,1
T001319,C0216,2024-04-30,276.58,NONE,276.58,Champion,0
T001320,C0216,2024-03-25,225.25,P_WEEKEND,195.25,Champion,1
T001321,C0216,2024-05-17,366.4,NONE,366.4,Champion,0
T001322,C0216,2024-02-11,515.58,P_LOYAL,438.24,Champion,1
T001323,C0216,2024-06-04,783.37,NONE,783.37,Champion,0
T001324,C0217,2024-06-04,2970.95,P_PAYDAY,2920.95,Loyal,1
T001325,C0217,2024-05-11,2500.63,P_WEEKEND,2470.63,Loyal,1
T001326,C0217,2024-01-25,1388.57,P_CHAMPION,1110.86,Loyal,1
T001327,C0217,2024-03-24,807.22,NONE,807.22,Loyal,0
T001328,C0217,2024-04-20,1050.25,NONE,1050.25,Loyal,0
T001329,C0217,2024-02-17,787.14,NONE,787.14,Loyal,0
T001330,C0217,2024-06-16,1348.29,P_PAYDAY,1298.29,Loyal,1
T001331,C0217,2024-04-04,756.99,NONE,756.99,Loyal,0
T001332,C0217,2024-04-04,2024.05,NONE,2024.05,Loyal,0
T001333,C0217,2024-02-29,2424.02,P_WEEKEND,2394.02,Loyal,1
T001334,C0218,2024-04-13,1317.72,NONE,1317.72,Loyal,0
T001335,C0218,2024-06-16,155.57,NONE,155.57,Loyal,0
T001336,C0219,2024-04-15,184.3,NONE,184.3,Champion,0
T001337,C0219,2024-01-03,177.55,NONE,177.55,Champion,0
T001338,C0220,2024-02-28,965.14,NONE,965.14,Loyal,0
T001339,C0220,2024-04-10,239.24,NONE,239.24,Loyal,0
T001340,C0220,2024-03-06,512.33,NONE,512.33,Loyal,0
T001341,C0220,2024-01-21,932.26,NONE,932.26,Loyal,0
T001342,C0220,2024-05-22,452.43,P_WEEKEND,422.43,Loyal,1
T001343,C0220,2024-04-12,276.43,NONE,276.43,Loyal,0
T001344,C0220,2024-06-28,437.7,NONE,437.7,Loyal,0
T001345,C0220,2024-04-30,894.38,NONE,894.38,Loyal,0
T001346,C0221,2024-03-28,319.4,P_WEEKEND,289.4,New,1
T001347,C0221,2024-02-13,390.11,NONE,390.11,New,0
T001348,C0222,2024-02-25,976.12,P_LOYAL,829.7,Champion,1
T001349,C0222,2024-02-06,455.5,P_LOYAL,387.18,Champion,1
T001350,C0222,2024-04-10,776.85,NONE,776.85,Champion,0
T001351,C0222,2024-04-21,375.03,P_WEEKEND,345.03,Champion,1
T001352,C0222,2024-01-01,830.3,NONE,830.3,Champion,0
T001353,C0222,2024-02-25,328.45,P_PAYDAY,278.45,Champion,1
T001354,C0222,2024-04-21,942.76,NONE,942.76,Champion,0
T001355,C0222,2024-04-08,766.29,NONE,766.29,Champion,0
T001356,C0222,2024-01-28,481.05,P_WEEKEND,451.05,Champion,1
T001357,C0222,2024-05-30,248.7,NONE,248.7,Champion,0
T001358,C0223,2024-01-25,186.57,P_WEEKEND,156.57,At-Risk,1
T001359,C0223,2024-04-18,295.48,NONE,295.48,At-Risk,0
T001360,C0224,2024-01-20,92.69,P_WELCOME,0.0,Loyal,1
T001361,C0224,2024-01-04,107.11,P_NEWYEAR,96.4,Loyal,1
T001362,C0225,2024-05-06,66.34,P_WEEKEND,36.34,Champion,1
T001363,C0225,2024-02-09,122.57,NONE,122.57,Champion,0
T001364,C0226,2024-02-16,582.34,NONE,582.34,Loyal,0
T001365,C0226,2024-05-04,1016.91,NONE,1016.91,Loyal,0
T001366,C0226,2024-04-02,1801.43,P_PAYDAY,1751.43,Loyal,1
T001367,C0226,2024-02-08,2961.66,NONE,2961.66,Loyal,0
T001368,C0226,2024-01-04,2268.88,NONE,2268.88,Loyal,0
T001369,C0226,2024-04-08,1681.21,NONE,1681.21,Loyal,0
T001370,C0226,2024-05-06,1328.51,P_WEEKEND,1298.51,Loyal,1
T001371,C0226,2024-03-18,1230.95,NONE,1230.95,Loyal,0
T001372,C0226,2024-01-06,14393.85,NONE,14393.85,Loyal,0
T001373,C0227,2024-03-24,581.33,NONE,581.33,New,0
T001374,C0227,2024-05-12,356.57,P_WEEKEND,326.57,New,1
T001375,C0227,2024-05-22,391.36,NONE,391.36,New,0
T001376,C0227,2024-04-16,513.62,P_LOYAL,436.58,New,1
T001377,C0227,2024-02-09,580.44,P_LOYAL,493.37,New,1
T001378,C0227,2024-05-29,492.52,P_WEEKEND,462.52,New,1
T001379,C0227,2024-01-13,616.39,NONE,616.39,New,0
T001380,C0227,2024-06-09,217.67,NONE,217.67,New,0
T001381,C0227,2024-05-11,382.75,P_WEEKEND,352.75,New,1
T001382,C0227,2024-03-08,896.38,NONE,896.38,New,0
T001383,C0227,2024-05-08,297.29,NONE,297.29,New,0
T001384,C0228,2024-05-06,261.7,NONE,261.7,New,0
T001385,C0228,2024-05-28,224.21,NONE,224.21,New,0
T001386,C0228,2024-06-10,201.04,NONE,201.04,New,0
T001387,C0229,2024-02-05,514.52,P_PAYDAY,464.52,New,1
T001388,C0229,2024-06-13,2019.76,P_PAYDAY,1969.76,New,1
T001389,C0229,2024-03-04,1384.01,P_PAYDAY,1334.01,New,1
T001390,C0229,2024-05-22,2972.87,NONE,2972.87,New,0
T001391,C0229,2024-05-27,1304.43,P_CHAMPION,1043.54,New,1
T001392,C0229,2024-01-07,2937.48,NONE,2937.48,New,0
T001393,C0229,2024-03-24,2569.07,P_WEEKEND,2539.07,New,1
T001394,C0229,2024-01-24,2454.84,P_CHAMPION,1963.87,New,1
T001395,C0229,2024-04-03,2836.47,P_WEEKEND,2806.47,New,1
T001396,C0229,2024-06-22,1471.32,P_WEEKEND,1441.32,New,1
T001397,C0229,2024-01-24,2023.67,NONE,2023.67,New,0
T001398,C0229,2024-05-13,2795.03,NONE,2795.03,New,0
T001399,C0229,2024-01-01,955.82,NONE,955.82,New,0
T001400,C0229,2024-01-03,1671.6,NONE,1671.6,New,0
T001401,C0229,2024-04-22,1561.96,NONE,1561.96,New,0
T001402,C0229,2024-05-18,1918.84,NONE,1918.84,New,0
T001403,C0229,2024-06-25,1590.88,NONE,1590.88,New,0
T001404,C0230,2024-06-05,154.15,P_WINBACK,115.61,Loyal,1
T001405,C0230,2024-05-31,298.08,P_WINBACK,223.56,Loyal,1
T001406,C0230,2024-04-14,352.82,NONE,352.82,Loyal,0
T001407,C0231,2024-04-15,385.13,P_WINBACK,288.85,Champion,1
T001408,C0231,2024-05-24,379.09,P_PAYDAY,329.09,Champion,1
T001409,C0231,2024-03-27,309.76,NONE,309.76,Champion,0
T001410,C0232,2024-02-10,800.03,P_PAYDAY,750.03,At-Risk,1
T001411,C0232,2024-03-04,280.34,NONE,280.34,At-Risk,0
T001412,C0232,2024-01-19,239.11,NONE,239.11,At-Risk,0
T001413,C0232,2024-03-29,370.7,P_PAYDAY,320.7,At-Risk,1
T001414,C0232,2024-05-22,813.61,NONE,813.61,At-Risk,0
T001415,C0233,2024-01-29,142.32,P_WELCOME,42.32,Loyal,1
T001416,C0234,2024-06-23,738.49,P_MIDYEAR,538.49,New,1
T001417,C0234,2024-01-22,939.6,P_WEEKEND,909.6,New,1
T001418,C0234,2024-03-10,735.05,P_LOYAL,624.79,New,1
T001419,C0234,2024-03-26,745.3,NONE,745.3,New,0
T001420,C0234,2024-02-19,542.87,NONE,542.87,New,0
T001421,C0235,2024-06-21,194.95,NONE,194.95,Champion,0
T001422,C0236,2024-04-30,55.94,P_WELCOME,0.0,Loyal,1
T001423,C0237,2024-05-20,129.32,NONE,129.32,Champion,0
T001424,C0237,2024-05-18,385.87,P_WINBACK,289.4,Champion,1
T001425,C0238,2024-01-14,2009.54,NONE,2009.54,Loyal,0
T001426,C0238,2024-02-24,1480.17,NONE,1480.17,Loyal,0
T001427,C0238,2024-04-04,2719.96,P_CHAMPION,2175.97,Loyal,1
T001428,C0238,2024-03-26,953.29,NONE,953.29,Loyal,0
T001429,C0238,2024-01-15,1436.83,P_CHAMPION,1149.46,Loyal,1
T001430,C0238,2024-05-27,2587.53,NONE,2587.53,Loyal,0
T001431,C0238,2024-06-27,2767.37,NONE,2767.37,Loyal,0
T001432,C0238,2024-05-18,1330.64,NONE,1330.64,Loyal,0
T001433,C0238,2024-04-20,1436.19,NONE,1436.19,Loyal,0
T001434,C0238,2024-06-18,1731.04,NONE,1731.04,Loyal,0
T001435,C0238,2024-03-29,1547.58,NONE,1547.58,Loyal,0
T001436,C0238,2024-04-12,1544.54,NONE,1544.54,Loyal,0
T001437,C0238,2024-05-27,2492.92,P_CHAMPION,1994.34,Loyal,1
T001438,C0238,2024-01-05,1685.08,NONE,1685.08,Loyal,0
T001439,C0239,2024-01-15,107.63,NONE,107.63,At-Risk,0
T001440,C0239,2024-06-06,196.56,P_MIDYEAR,0.0,At-Risk,1
T001441,C0240,2024-01-24,148.79,P_WELCOME,48.79,Loyal,1
T001442,C0240,2024-04-14,89.41,P_WELCOME,0.0,Loyal,1
T001443,C0241,2024-03-29,554.7,P_LOYAL,471.5,Loyal,1
T001444,C0241,2024-05-03,502.75,NONE,502.75,Loyal,0
T001445,C0241,2024-05-09,936.29,NONE,936.29,Loyal,0
T001446,C0241,2024-02-21,936.54,P_LOYAL,796.06,Loyal,1
T001447,C0241,2024-01-02,202.77,P_LOYAL,172.35,Loyal,1
T001448,C0241,2024-03-18,889.05,NONE,889.05,Loyal,0
T001449,C0241,2024-02-24,693.55,P_PAYDAY,643.55,Loyal,1
T001450,C0241,2024-03-31,463.04,P_WEEKEND,433.04,Loyal,1
T001451,C0241,2024-03-20,533.38,NONE,533.38,Loyal,0
T001452,C0242,2024-03-10,889.62,NONE,889.62,Loyal,0
T001453,C0242,2024-01-13,885.99,P_WEEKEND,855.99,Loyal,1
T001454,C0242,2024-05-23,303.12,P_WEEKEND,273.12,Loyal,1
T001455,C0242,2024-03-07,617.77,P_WEEKEND,587.77,Loyal,1
T001456,C0242,2024-01-08,553.91,NONE,553.91,Loyal,0
T001457,C0243,2024-05-24,596.28,NONE,596.28,Loyal,0
T001458,C0243,2024-06-25,10158.28,NONE,10158.28,Loyal,0
T001459,C0243,2024-05-16,647.31,P_LOYAL,550.21,Loyal,1
T001460,C0243,2024-05-10,518.29,P_WEEKEND,488.29,Loyal,1
T001461,C0243,2024-01-19,480.62,NONE,480.62,Loyal,0
T001462,C0243,2024-03-06,338.33,NONE,338.33,Loyal,0
T001463,C0244,2024-02-09,94.7,NONE,94.7,New,0
T001464,C0245,2024-03-29,102.37,NONE,102.37,New,0
T001465,C0246,2024-03-22,118.31,NONE,118.31,New,0
T001466,C0246,2024-03-25,111.56,P_WELCOME,11.56,New,1
T001467,C0247,2024-06-27,92.91,NONE,92.91,New,0
T001468,C0248,2024-04-12,338.52,P_WEEKEND,308.52,Loyal,1
T001469,C0248,2024-01-13,574.56,NONE,574.56,Loyal,0
T001470,C0248,2024-05-10,446.11,P_PAYDAY,396.11,Loyal,1
T001471,C0248,2024-04-15,712.87,P_PAYDAY,662.87,Loyal,1
T001472,C0248,2024-05-07,830.57,P_PAYDAY,780.57,Loyal,1
T001473,C0248,2024-06-02,901.47,NONE,901.47,Loyal,0
T001474,C0249,2024-02-11,834.94,P_PAYDAY,784.94,At-Risk,1
T001475,C0249,2024-03-19,511.46,P_LOYAL,434.74,At-Risk,1
T001476,C0249,2024-02-13,700.04,P_WEEKEND,670.04,At-Risk,1
T001477,C0249,2024-01-24,868.67,P_WEEKEND,838.67,At-Risk,1
T001478,C0249,2024-01-28,422.87,NONE,422.87,At-Risk,0
T001479,C0249,2024-06-13,442.32,P_MIDYEAR,242.32,At-Risk,1
T001480,C0249,2024-06-09,246.9,NONE,246.9,At-Risk,0
T001481,C0249,2024-06-02,662.06,P_LOYAL,562.75,At-Risk,1
T001482,C0249,2024-06-23,9643.1,NONE,9643.1,At-Risk,0
T001483,C0250,2024-03-28,606.73,P_LOYAL,515.72,Loyal,1
T001484,C0250,2024-06-23,332.95,P_PAYDAY,282.95,Loyal,1
T001485,C0250,2024-04-18,853.95,NONE,853.95,Loyal,0
T001486,C0250,2024-05-05,468.62,NONE,468.62,Loyal,0
T001487,C0250,2024-02-15,889.27,NONE,889.27,Loyal,0
T001488,C0250,2024-03-05,454.61,NONE,454.61,Loyal,0
T001489,C0251,2024-04-10,1797.77,P_WEEKEND,1767.77,Loyal,1
T001490,C0251,2024-03-09,2622.91,P_CHAMPION,2098.33,Loyal,1
T001491,C0251,2024-06-02,2542.77,NONE,2542.77,Loyal,0
T001492,C0251,2024-06-25,1585.57,NONE,1585.57,Loyal,0
T001493,C0251,2024-04-16,2708.8,P_PAYDAY,2658.8,Loyal,1
T001494,C0251,2024-06-17,1244.03,NONE,1244.03,Loyal,0
T001495,C0251,2024-03-28,2510.8,NONE,2510.8,Loyal,0
T001496,C0251,2024-06-09,1706.25,NONE,1706.25,Loyal,0
T001497,C0251,2024-06-22,1719.38,NONE,1719.38,Loyal,0
T001498,C0251,2024-01-30,786.66,NONE,786.66,Loyal,0
T001499,C0251,2024-02-26,2218.86,P_PAYDAY,2168.86,Loyal,1
T001500,C0251,2024-02-25,1009.55,P_CHAMPION,807.64,Loyal,1
T001501,C0252,2024-03-10,127.52,P_WINBACK,95.64,New,1
T001502,C0252,2024-03-05,392.42,NONE,392.42,New,0
T001503,C0252,2024-05-12,169.33,NONE,169.33,New,0
T001504,C0253,2024-03-03,112.34,NONE,112.34,Champion,0
T001505,C0254,2024-03-15,99.68,P_WELCOME,0.0,New,1
T001506,C0255,2024-02-05,652.04,NONE,652.04,Loyal,0
T001507,C0255,2024-06-14,861.58,NONE,861.58,Loyal,0
T001508,C0255,2024-06-09,601.13,P_LOYAL,510.96,Loyal,1
T001509,C0255,2024-04-23,232.87,NONE,232.87,Loyal,0
T001510,C0255,2024-06-13,567.93,P_WEEKEND,537.93,Loyal,1
T001511,C0255,2024-01-22,326.84,NONE,326.84,Loyal,0
T001512,C0255,2024-03-14,916.26,NONE,916.26,Loyal,0
T001513,C0255,2024-06-16,254.87,NONE,254.87,Loyal,0
T001514,C0256,2024-05-21,257.58,NONE,257.58,At-Risk,0
T001515,C0256,2024-01-17,326.66,NONE,326.66,At-Risk,0
T001516,C0257,2024-03-15,128.25,NONE,128.25,At-Risk,0
T001517,C0257,2024-04-14,184.76,P_WINBACK,138.57,At-Risk,1
T001518,C0257,2024-01-11,344.73,P_WINBACK,258.55,At-Risk,1
T001519,C0258,2024-03-23,566.46,P_WEEKEND,536.46,New,1
T001520,C0258,2024-02-28,929.66,P_PAYDAY,879.66,New,1
T001521,C0258,2024-01-28,1781.33,NONE,1781.33,New,0
T001522,C0258,2024-04-17,885.19,P_WEEKEND,855.19,New,1
T001523,C0258,2024-05-17,981.02,P_WEEKEND,951.02,New,1
T001524,C0258,2024-02-28,387.91,P_PAYDAY,337.91,New,1
T001525,C0258,2024-03-24,262.38,NONE,262.38,New,0
T001526,C0258,2024-02-22,604.63,NONE,604.63,New,0
T001527,C0258,2024-02-23,732.68,P_PAYDAY,682.68,New,1
T001528,C0259,2024-02-20,381.89,P_WEEKEND,351.89,At-Risk,1
T001529,C0259,2024-01-09,303.38,NONE,303.38,At-Risk,0
T001530,C0259,2024-06-07,192.03,NONE,192.03,At-Risk,0
T001531,C0260,2024-05-05,425.98,NONE,425.98,At-Risk,0
T001532,C0260,2024-06-17,361.6,NONE,361.6,At-Risk,0
T001533,C0260,2024-06-18,762.08,P_WEEKEND,732.08,At-Risk,1
T001534,C0260,2024-01-06,340.31,NONE,340.31,At-Risk,0
T001535,C0260,2024-06-11,817.76,NONE,817.76,At-Risk,0
T001536,C0261,2024-02-04,104.36,NONE,104.36,Champion,0
T001537,C0261,2024-03-15,190.7,NONE,190.7,Champion,0
T001538,C0262,2024-04-05,183.29,P_DOUBLE_SALE,161.3,At-Risk,1
T001539,C0263,2024-01-03,100.84,NONE,100.84,Champion,0
T001540,C0264,2024-01-21,749.57,NONE,749.57,At-Risk,0
T001541,C0264,2024-03-08,382.87,NONE,382.87,At-Risk,0
T001542,C0264,2024-05-16,249.19,P_LOYAL,211.81,At-Risk,1
